,theta12,theta23,theta13,deltaCP,sdeltam21,sdeltam32,s12q,s13q,s23q,DqCP
23474,33.02195839115911,41.895898322715865,8.772249055670835,180.0,6.934081627815977e-05,0.0025794840063687,0.2262539589735679,0.0036099529241158,0.0394814195945769,1.1791459203914327
