,g2_muon,g2_e,g2_tau,T_param,S_param,U_param,RK_central,RKstar_central,RK_low,RKstar_low,RD,RD_star,BRhemu,BRhetau,BRhmutau,BRmuegamma,BRtauegamma,BRtaumugamma,BRmu3e,BRtau3e,BRtauemumu,BRtaumuee,BRtauemumup,BRZemu,BRZetau,BRZmutau,mSS1,mSS2,mrp,mphil,edm_e,edm_mu,edm_tau,Bmumu,RatioBXsgamma,BSmumu,Ratioeps_K,RatioDeltaMd,RatioDeltaMs,RKnunu,RKstarnunu,C9bsee_real,C10bsee_real,C9bsmumu_real,C9pbsmumu_real,C10bsmumu_real,C10pbsmumu_real,C9bsee_imag,C10bsee_imag,C9bsmumu_imag,C9pbsmumu_imag,C10bsmumu_imag,C10pbsmumu_imag,FL_Bplus,S3_Bplus,S4_Bplus,S5_Bplus,S7_Bplus,S8_Bplus,S9_Bplus,AFB_Bplus,P1_Bplus,P2_Bplus,P3_Bplus,P4p_Bplus,P5p_Bplus,P6p_Bplus,P8p_Bplus,FL_B0,S3_B0,S4_B0,S5_B0,S7_B0,S8_B0,S9_B0,AFB_B0,P1_B0,P2_B0,P3_B0,P4p_B0,P5p_B0,P6p_B0,P8p_B0,BRtauKe,BRtauKmu,BRtauPie,BRtauPimu,BRtauphie,BRtauphimu,BRtaurhoe,BRtaurhomu,DeltaGR_electron,DeltaGL_electron,DeltaGR_muon,DeltaGL_muon,DeltaGR_tau,DeltaGL_tau,RatioKpimunu,RatioKpienu,RatioKLpimunu,RatioKLpienu,RatioKSpimunu,RatioKSpienu,RatioKLmumu,RatioKLee,BRKLemu,BRKSmumu,BRKSee,BRKSemu,RatioKmunu,RatioKenu,RatioKppinunu,BRKLpinunu,Ratioepislon_prime,APV_proton,APV_cesium,BRtaumumumu,ACP_B0,ACP_Bplus,phi_s,ACP_Xsdgamma
23474,1.87944194e-09,1.4086563e-21,3.55722495e-08,0.117455773,-0.00071031087,1.43143777e-05,1.0062009158978078,1.0008869876313278,0.9990154459488022,1.0062009158978078,0.3340126481667233,0.283018958196073,5.97993848e-19,5.93076947e-18,9.90378035e-07,1.4396163682297565e-15,1.4785544087283693e-17,4.863760063768219e-09,9.509487885553473e-18,3.055184834475083e-15,2.088822238749764e-15,3.5792487999999993e-28,2.9812078500000005e-22,1.0743720499999995e-20,1.00670814e-16,4.63954276e-08,1632.70282,3300.1902800000003,3346.2985,3566.91221,7.790001609999999e-33,1.0942671899999999e-22,-1.99892892e-24,1.1484534070417131e-10,1.000021132047432,3.679396369784045e-09,1.107453398695495,1.0803756034977643,0.9116899766057543,1.4755474451518795,1.4755471442307369,-5.143403185191962e-07,4.928541091998762e-07,0.0201212562851194,6.65118037778538e-08,-0.0026344590998692,-6.644881591118499e-08,-1.134272828535176e-07,1.3211924205264558e-07,-0.0035676278546884,-7.771636717001051e-09,0.0038332140186232,7.780103921240082e-09,0.3041917515205034,0.0108051259041957,0.0892716167603869,0.2593403830398879,-0.0179161560460321,-0.012161351213188,-0.0007134666041574,-0.0970658914377232,0.0454089337808101,-0.1359743105803551,0.0014991846495016,0.2346283151620854,0.6816119090736518,-0.0470881749408042,-0.0319630969931177,0.2972590199113485,0.010824952200678,0.095695386676716,0.2607615510782973,-0.0205741258732049,-0.002197313362088,-0.0006988207682477,-0.0967546330870423,0.0444735365020216,-0.1325031472522884,0.0014355273985915,0.2515627433431265,0.6854864526465839,-0.0540849849328164,-0.0057762677653287,0.0,0.0,1.6308323920197349e-12,3.776019153437669e-22,1.5339490461250517e-15,1.354420218242045e-12,4.8087418925006326e-12,1.2227714963905554e-11,-7.089707908150144e-08,6.276750474873554e-08,-1.4562800186978056e-07,-0.0023224826383827,-0.0005954229450307,-6.595237931736961e-09,0.9999999904771965,1.00000000000261,0.9999999905035546,1.000000000002604,0.9999999905035548,1.0000000000026037,1.0000374252443451,1.0212748315239832,3.1296656768777014e-15,5.169422135891487e-12,1.761798851366012e-16,5.479512061464875e-18,1.00000010352414,0.9999991011672388,1.9389691102752369,2.1836503180804327e-10,1.4248838789864768,0.0709996471099222,-73.33067437151595,1.131534254548156e-11,0.000166910168814,0.0017713522848123,-0.058518368969098,3.603482965343932e-07
