,m1p,m2p,m3p,me,mmu,mtau,md,ms,mb,mu,mc,mt,v
0,5.621162629429747e-15,8.315331806587741e-12,5.0563880452181185e-11,0.0004858179895656,0.1023108536761177,1.7384652382945625,0.0027760862971845,0.0542829217644994,2.7144089211015374,0.0009472627006926,0.6189111865542865,163.00634249651748,246.2196240541516
1,2.306947994341581e-13,8.436544815541402e-12,5.002958125372143e-11,0.0004861158813734,0.1023372840804542,1.7386558608774931,0.0027557885040842,0.0529961013384876,2.7038381340065145,0.0012192229606041,0.5868657391642493,162.8465451833716,246.2196867375967
2,3.350342596415941e-13,8.687945462685388e-12,5.08494685992358e-11,0.0004858559830125,0.1023177590853421,1.7384488970291638,0.0022421494016509,0.0516086903882556,2.729994284402152,0.001462170066013,0.5796257328708356,162.52975003875557,246.2196696829417
3,2.306947994341581e-13,8.436544815541402e-12,5.002958125372143e-11,0.0004861158813734,0.1023372840804542,1.7386558608774931,0.0027557885040842,0.0529961013384876,2.7038381340065145,0.0012192229606041,0.5868657391642493,162.8465451833716,246.2196867375967
4,4.188516133090469e-17,8.558116969843492e-12,5.073883185985376e-11,0.0004866406669217,0.1023202436257688,1.7386997596021552,0.0023300836800676,0.0575746849665537,2.69209750821508,0.0008731988630865,0.5794917920984209,161.23792708743466,246.2196152917466
5,1.2432826919736828e-14,8.327749051703827e-12,5.004122249835716e-11,0.000486218987288,0.1023512831678773,1.7383751579972793,0.0022950116718719,0.0485670329917113,2.729961313422216,0.0013081709331199,0.563631320774287,162.41357881423215,246.2197575978205
6,1.867735474741657e-17,8.417342977804369e-12,5.006639471622109e-11,0.0004864329156604,0.1023097463243419,1.7386863299922406,0.0024076581983567,0.0596361362408734,2.7104222340022184,0.0010618816213161,0.5875899496972183,162.195256523983,246.2197089379033
7,7.31393315429855e-16,8.327402470193028e-12,5.0893174027162274e-11,0.0004865836252494,0.1023504955529374,1.7383562916169928,0.0026286908369074,0.0501570027186426,2.7290384993949948,0.0011728959131357,0.6233628680902789,163.14261616311433,246.2195724274981
8,4.1848537596761365e-16,8.372601904899915e-12,5.0579583834337696e-11,0.0004852727940945,0.1023693468879271,1.7385228431122328,0.0024364788660586,0.0562833783954651,2.6822264344356648,0.0013994437704893,0.5903885782097823,162.57441371618918,246.2196677623545
9,8.182118161971299e-16,8.579704426065818e-12,5.0045559944111736e-11,0.0004866232277639,0.1023794500316983,1.7386800576961472,0.0024183641059711,0.0597008785097251,2.688395636105649,0.0013398860945955,0.5671440354524239,162.44587659080827,246.21970624338016
10,8.024425079657133e-14,8.775919982622584e-12,5.053206995452002e-11,0.000485969360122,0.1023380035690563,1.7385611555357046,0.0024755351223289,0.0428245397683142,2.658303804070376,0.0014784905913108,0.5776239643910619,162.91983925777373,246.21964865999337
11,4.884582174988032e-17,8.669048762332627e-12,5.052441917621922e-11,0.0004856186229912,0.1023148001044933,1.7384713106249328,0.0026870328463833,0.0544513629728725,2.6963526183444446,0.0014506416522797,0.5875234054303187,160.55537851980102,246.2195964522561
12,1.92680053418278e-14,8.879096791963601e-12,5.0901534829553296e-11,0.0004862498474523,0.1023141506745309,1.7382933760652215,0.0026013549433182,0.0469090817836289,2.6738709992479386,0.0014209020150226,0.6031887934238828,162.01205765434975,246.2197286196817
13,9.237896863740153e-14,8.274483278811537e-12,5.051601033220329e-11,0.0004860247460948,0.1023252634824456,1.7387122295410236,0.0028373054001588,0.0435908171774516,2.6804027162674795,0.0015479400231091,0.5825264645513806,161.13219937044877,246.2197120382877
14,4.3915911874480324e-15,8.386308036500123e-12,5.041083360622647e-11,0.0004857023792861,0.102377163283474,1.738412860120556,0.0027768404106849,0.0580860434058247,2.6624436547482606,0.0014863279479717,0.5806280809568707,162.24978011003563,246.2195250414645
15,1.3492793500197849e-15,8.826697577738828e-12,5.0106473759077716e-11,0.0004854463641385,0.1023234436899357,1.7385712689048622,0.0023639244778955,0.0563151919207186,2.6599016138102565,0.0011671482802811,0.5697901124377005,161.95499175337238,246.21969523049884
16,1.3960541011197984e-17,8.835224059094653e-12,5.045631479317178e-11,0.0004863185966338,0.1023502185344005,1.7385196773845215,0.0028518331283462,0.0526257596483835,2.675811128408772,0.0011170398285322,0.6194801151850658,162.7147462683654,246.2195987477647
17,7.817452761948186e-14,8.767981506077107e-12,5.0764161479885755e-11,0.000485584096101,0.1023354308823158,1.7387347682085157,0.0029042055167963,0.058449821782492,2.7107729801849336,0.0012460549456425,0.5850079689590141,161.48150006047038,246.21962278536893
18,2.306947994341581e-13,8.436544815541402e-12,5.002958125372143e-11,0.0004861158813734,0.1023372840804542,1.7386558608774931,0.0027557885040842,0.0529961013384876,2.7038381340065145,0.0012192229606041,0.5868657391642493,162.8465451833716,246.2196867375967
19,6.905453714541563e-13,8.347381571548416e-12,5.0526705572483886e-11,0.0004852674044479,0.1023406848545919,1.7384896420536649,0.0027196298789727,0.0594903449967932,2.698378750639112,0.0015141314132079,0.5968831738754974,162.4471519547706,246.2196663569643
20,2.298044153264157e-17,8.506722325961055e-12,5.017343004919162e-11,0.0004865862118806,0.1023161476497979,1.7384835968140917,0.0024076037078174,0.0539975197265631,2.6921582589043327,0.0014419416973371,0.5933465536735549,161.56837454437598,246.2196633890195
21,9.460929463785336e-13,8.461900185970074e-12,5.041831880800635e-11,0.0004867187501982,0.102363661947318,1.7382333151181597,0.0027810368416629,0.0584774387238518,2.7090017645001696,0.0010929380192515,0.6006386506478073,162.32650910206058,246.21976252678763
22,3.363194163816935e-16,8.705922123317289e-12,5.023683761769778e-11,0.0004852090393408,0.1023318942457728,1.7387344397088444,0.0025306594230893,0.0537196321686804,2.728555309468997,0.0011862620235227,0.5917178011332748,161.40788095697658,246.21973273337863
23,9.974469966887278e-16,8.587623348486233e-12,5.056163640405581e-11,0.0004858774472901,0.1023721691618065,1.7386344966987684,0.002724772589681,0.0552960650344155,2.6848570957155387,0.0015479718347158,0.5606534903042704,161.9768055383264,246.2197025696381
24,1.0323224818635838e-13,8.281101423262699e-12,5.0747259679764394e-11,0.0004860741984079,0.1023652379102209,1.7386554089537982,0.0026902101702186,0.0509828895862394,2.654207279932061,0.0008693581567224,0.5698205628861315,160.71088386023897,246.2196207602037
25,7.052591052743055e-13,8.765273028103818e-12,5.022172904235393e-11,0.0004853957427235,0.1023117245616031,1.7386137848748708,0.0023497673241672,0.0575291423613305,2.6799395182186707,0.0014187901453213,0.6162840864783745,161.8166607567743,246.2196979721344
26,7.580288777652095e-15,8.380497331347309e-12,5.014886314751904e-11,0.0004850778337261,0.1023157498946663,1.7386836874841782,0.0026329449052301,0.0596841824425984,2.706331593151755,0.0010678877434147,0.5913863545363718,161.23157140057376,246.21973448363343
27,2.062498587375055e-15,8.681575980770088e-12,5.0054416827592e-11,0.0004865596989707,0.1023484298551888,1.7386218556308617,0.0025898597085225,0.0559611017287286,2.6713255463170342,0.0008737146537739,0.6258813023745703,161.8118818819227,246.219643056668
28,1.4799581578655526e-14,8.366870460401441e-12,5.006291906047765e-11,0.0004859965998256,0.102314123407628,1.7386860196583849,0.0028846369795826,0.0478756779136094,2.717116573256017,0.0011226658657189,0.5874692720100011,162.1630627003684,246.21953684338305
29,1.194428047379343e-16,8.816683297833126e-12,5.016562483245844e-11,0.0004858565291923,0.1023758884681321,1.7385599696280791,0.0025309870739921,0.0498060847101153,2.70647673440494,0.001544262163692,0.6076971607396974,161.66370616774924,246.2196898585542
30,3.0824870083249964e-14,8.287684040741004e-12,5.0351685781407775e-11,0.00048655872055,0.1023616343342095,1.738655655498936,0.0027181889118803,0.0508563503209359,2.65618456029861,0.0008359930977414,0.6077593754295931,162.60569201543996,246.2197706098014
31,2.0008484507279488e-16,8.299080143219447e-12,5.0663933703247125e-11,0.0004850521757147,0.1023802590085979,1.7382489564177086,0.0025601468375659,0.0487743844909774,2.6623231608929228,0.0012886080447457,0.6081965593529793,161.92800653269492,246.21959257355988
32,9.345688473507525e-14,8.589723474585861e-12,5.078922861597214e-11,0.0004865675471451,0.1023362518067519,1.7386618934721183,0.002624860735075,0.0533899070210562,2.7323611887880093,0.0007834737936261,0.6219351621990237,160.49170270717084,246.21960187659383
33,2.0080145778397492e-14,8.421795953284753e-12,5.020111941187039e-11,0.0004865660629465,0.102371524142048,1.7386418703781237,0.0024494910711926,0.0511517701224932,2.748601589117705,0.0012934375848899,0.5833513851242751,160.5103853069744,246.2196988754347
34,1.9192440023362626e-17,8.352842595201839e-12,5.0445996770431886e-11,0.0004859300110301,0.1023252003523374,1.7386983761790584,0.0028269744195819,0.0480021439194556,2.653627323153828,0.0009349419460474,0.5736082639770959,161.35327504650076,246.2196846200235
35,3.734638158270456e-14,8.63804673392866e-12,5.0638704542427235e-11,0.0004851036818114,0.1023278070330064,1.7386119645905929,0.002790784846875,0.0550014328012073,2.6577374442266373,0.0009254224719994,0.5691412433920795,163.1057346516094,246.2195923102984
36,2.8592626835261248e-15,8.424519660216487e-12,5.008667730038439e-11,0.000486556054868,0.1023536361227452,1.7386486919745556,0.0025018968313115,0.0476162572578164,2.6649794917125127,0.0010523624870566,0.5651425592033688,162.71468501250243,246.21963697638125
37,3.261843840279072e-13,8.492907437110382e-12,5.052487988879712e-11,0.0004857329694465,0.1023481389019354,1.7385269420436738,0.0024722264744494,0.0525371586960509,2.719662728217494,0.0012281644938964,0.6169854715999271,160.78990705345518,246.21973685709992
38,1.7534017883786096e-16,8.578706467710173e-12,5.010390221627516e-11,0.0004856655475189,0.1023756964463805,1.7386355341936195,0.0029013657798145,0.0544394257444773,2.703961655148672,0.001001179435427,0.5770171425867897,163.03008184962752,246.21959762068465
39,7.875385009650013e-16,8.800411643726643e-12,5.040203308444701e-11,0.0004849688779929,0.1023181711864863,1.7387155501965144,0.0028132915636775,0.0533017047638084,2.674866616681395,0.0011853043092487,0.6222798127865216,162.59838753172667,246.2195650238124
40,1.3586495269362088e-15,8.29531946859032e-12,5.0592551755320895e-11,0.0004858705440246,0.1023518487978782,1.7382325805706438,0.0027210690915809,0.0438322218178922,2.7033102201579333,0.0009266168233208,0.5962897431937698,161.24382278641298,246.21956553568475
41,1.3730897812397855e-17,8.332705028225163e-12,5.0763898497870966e-11,0.0004856677482094,0.1023703316390992,1.738475730475593,0.0028378268064383,0.0447843324248418,2.751987150862564,0.0008409515415968,0.6267614215081158,162.783624293731,246.2197416787975
42,2.385479029427841e-17,8.380726481817475e-12,5.08847735370064e-11,0.0004866733808759,0.1023737592419373,1.738523200773587,0.0024190436262677,0.0596555017757557,2.6935286481683023,0.0012307267988782,0.6183880843515259,163.1861896904609,246.21967906486856
43,2.047479887486845e-17,8.755643307884215e-12,5.021042091552162e-11,0.0004850981214697,0.1023328670957676,1.738660469039025,0.002562637045949,0.0496079306276649,2.69644110859552,0.0010628220083867,0.5858296583509439,161.16844093710066,246.21958936275536
44,8.911351816518849e-14,8.276119917677671e-12,5.015994992068079e-11,0.0004855264810409,0.1023369306188572,1.7386688611439984,0.0026513185148134,0.0580285238270471,2.7274232068572406,0.0008620666363866,0.6014077714706689,160.6808316001209,246.21960609830367
45,2.5226340503902718e-15,8.641894870674753e-12,5.063732715219558e-11,0.0004865150899589,0.1023742782119662,1.7382345985525331,0.0024080858449272,0.0591054154291958,2.6990616746381133,0.0013146681726216,0.6069252596177153,162.27987164040977,246.21964728842727
46,2.4156313052315988e-17,8.35725344757354e-12,5.054156516687202e-11,0.0004850612968896,0.1023738219870967,1.7386939190138655,0.0022780060853218,0.0542572615924551,2.6549449259076616,0.00116005731685,0.6158746679676848,161.78246706808974,246.2195332728788
47,3.432637206259538e-13,8.360294799448614e-12,5.035863032823129e-11,0.0004850915538534,0.1023562975831458,1.7387095846486966,0.0027897451528031,0.0595580134122545,2.7426309750999582,0.0013205996833591,0.5991769326477193,163.4785068060319,246.2195895729551
48,5.420140928135871e-14,8.307102352695393e-12,5.0701609767187356e-11,0.0004850155350575,0.1023144502357747,1.7386282769778791,0.0028085516429542,0.047225073454877,2.654490785856248,0.0010657950128925,0.6112112034215514,162.61907153457892,246.21956780477203
49,2.5607345097119285e-16,8.553451122097696e-12,5.0832786861475346e-11,0.0004861158076476,0.1023759673840376,1.7384543597192834,0.00258995479765,0.0559781167676702,2.6752497576622982,0.0009657972724937,0.6001662733614749,161.16194869263637,246.21957675898545
50,3.350342596415941e-13,8.687945462685388e-12,5.08494685992358e-11,0.0004858559830125,0.1023177590853421,1.7384488970291638,0.0022421494016509,0.0516086903882556,2.729994284402152,0.0014621700660129,0.5796257328708356,162.52975003875557,246.2196696829417
51,2.3951307741313882e-14,8.822339643593018e-12,5.011629527977508e-11,0.0004856096931782,0.1023271659722687,1.7386637368091882,0.0023750736897253,0.0468829159842338,2.72095622574273,0.0014954074378715,0.5867103461639545,160.8462996359981,246.21967217460613
