,Theta12v,Theta13v,Theta23v,theta12,theta23,theta13,deltaCP,sdeltam21,sdeltam32,s12q,s13q,s23q,DqCP,a13R,a23R,a12R
21,0.0,0.0,0.0,31.81910857821061,44.020572383177424,8.762196392575799,245.58521204731176,7.160375475732036e-05,0.0025420068714257,0.2260305749206101,0.0036583405325946,0.0410142814845384,1.226394869295817,2.8695931914430086,3.4691761274151074,1.6849689804474737
22,0.0,0.0,0.0,33.11658474496204,40.176364879619925,8.706104523426184,333.06198152387464,7.579308001726542e-05,0.0025237398538269,0.2271489842541655,0.0036354882105868,0.039367432352982,1.265804147114593,-0.7614783319129453,1.2032576350776871,1.6220597383876318
23,0.0,0.0,0.0,34.01511158192143,45.04742634009653,8.613293317097378,228.7945430338644,7.374727477546593e-05,0.0025564790758559,0.2269472962261536,0.0036602689329267,0.0395905445179725,1.186090377650104,0.214039411299723,-0.8304192430688511,1.3061802173841208
24,0.0,0.0,0.0,32.48305578537991,45.09798576561044,8.639025542395318,240.3302758087867,6.857664078236348e-05,0.0025752843650054,0.2266399505795524,0.003611077832836,0.0393871407699014,1.1734456212976252,0.2282626711643594,-1.4958790179842223,1.3739881675007617
25,0.0,0.0,0.0,34.694469337311894,42.14501437233864,8.440881746052504,204.4655746210346,7.683001125720428e-05,0.0025222220680036,0.2266315749088637,0.003430520228894,0.0395438205646139,1.266206504914131,-0.9311238956076718,1.2516238326140066,1.603878821751143
26,0.0,0.0,0.0,35.168950676872875,42.76726540131351,8.564032724987214,203.9150225495296,7.023273552071936e-05,0.0025149084749885,0.2269019930111492,0.0034437495256125,0.0389880554274296,1.1288593737141486,2.7167209181461605,4.035885197901358,1.6119017895111385
27,0.0,0.0,0.0,32.91117972050981,41.682848709985336,8.309121693945201,166.04495920774687,7.536976150988411e-05,0.0025054446439503,0.2267831421013492,0.003515462410231,0.0390551027557422,1.265521806172664,-1.0212039421727346,1.062481408404068,1.5957872497033332
28,0.0,0.0,0.0,33.77252527960221,43.61860629285361,8.380067950738415,162.85032749782363,7.000452130113823e-05,0.0025062958648559,0.2268120534779079,0.0037500936100299,0.0413699633303858,1.2126580214089886,2.802441651865496,4.198145861046027,1.6875380734302592
29,0.0,0.0,0.0,34.795618356905926,44.372055300895966,8.886849338213944,321.11673989571,7.773390437428962e-05,0.0025165899148309,0.2256049095915363,0.0037572241198317,0.0390306555759879,1.1269308522107513,2.9114186270476985,3.7448176486857054,1.6014514162901288
30,0.0,0.0,0.0,35.45400463219632,44.14943210008448,8.766543447838322,336.76787319812735,6.868570675915315e-05,0.0025352922610296,0.2261040180543068,0.0037477360029973,0.041384390930202,1.1093725873232545,2.798556546118397,4.270657137311908,1.580567718181471
31,0.0,0.0,0.0,33.37668584269688,40.936707068334215,8.386274998779633,218.2486221875177,6.887473122357932e-05,0.002566834178287,0.2263074842709176,0.0033967885498423,0.0403034885671208,1.1842683489872528,2.8641954180788587,3.6807819551359735,1.6784460156580148
32,0.0,0.0,0.0,33.41009375978179,41.73456360437445,8.361881559418805,266.35017041609603,7.378334936985139e-05,0.0025795457434054,0.2257266064133868,0.0037786174733258,0.0394260579354177,1.1754840278151693,3.1123820156704487,-1.8466263532449807,1.4238028798556304
33,0.0,0.0,0.0,31.77822474288952,43.06182570022476,8.871437697738646,302.9776612570252,7.09266470787634e-05,0.0025201523902048,0.2269497110069975,0.0035014815863851,0.0398375242006783,1.1336365192380944,-0.7394247155661783,1.3326849566005383,1.5512621673098854
34,0.0,0.0,0.0,32.75322260962727,41.79652448247107,8.571782371986432,212.02374543231468,6.976997942021819e-05,0.0025447985901624,0.22700372792057,0.0036904696140032,0.0389372634298723,1.2022190238651451,2.752258928506832,3.525324425575815,1.933755703982888
35,0.0,0.0,0.0,35.278799557480845,43.35384413759513,8.30069008969974,315.1188419870568,7.46158513775356e-05,0.0025642783977352,0.2271733004884179,0.0034208022388906,0.0409035401446232,1.1850403049992453,2.721362306303652,3.2405059689453832,1.3657167219943211
36,0.0,0.0,0.0,31.60703713578813,42.175191265539176,8.968032337659288,336.1295810673048,7.097253150537408e-05,0.0025086752429928,0.2268534022468109,0.0036056932908182,0.0400568529067411,1.177594622809132,-0.7949147005496775,1.2559202634212216,1.6764857519089555
37,0.0,0.0,0.0,33.862308936378746,41.61338922280333,8.548537344890384,190.4759675648208,7.212947673532483e-05,0.0025527634877773,0.2260800465365277,0.0035697175829898,0.0401213762229276,1.2574250785049983,-0.7911447225731756,1.3240265288697275,1.4381636795103458
38,0.0,0.0,0.0,32.80999233214406,42.31878250553444,8.97364785419882,245.25423010911223,7.359420465913232e-05,0.002510401017298,0.2270721654079292,0.0035603840757214,0.0390077410139688,1.1727904163716767,-0.7475346395847958,1.0573811704695038,1.4159539284313656
39,0.0,0.0,0.0,35.238978675571715,44.820224354326754,8.734756037006067,273.11142320113083,7.744724509903946e-05,0.0025403649390456,0.2260206807211736,0.0037314918936664,0.0405804017469673,1.202246423923541,2.806451637625984,4.125383538565786,1.6826325087469176
40,0.0,0.0,0.0,34.735558292238075,42.36694228062807,8.485641824336964,236.54749050310875,6.881232508597355e-05,0.0025596062931148,0.2271165530558752,0.0035272340728947,0.0397087866775835,1.2407541119159171,-0.96785586887679,1.315111053624882,1.314067439504704
41,0.0,0.0,0.0,32.78200016359392,43.531389273416856,8.740487177669372,249.8757343495256,6.943397308740891e-05,0.0025769733907021,0.2267984186011563,0.0037213174936628,0.0395099632206717,1.1983551862492507,-0.8887080124693219,1.1819073349237603,1.4771299879542024
42,0.0,0.0,0.0,35.15503715450228,42.36113624696971,8.575048718133061,326.0018278326405,7.023657636303671e-05,0.0025892601779124,0.2259653802609661,0.0037218237471645,0.0392092558753842,1.2577732427531778,3.019923856469404,2.6703388494475586,3.957420074796532
43,0.0,0.0,0.0,32.89885595709328,41.28112693607816,8.787106693632817,274.67438850024126,7.666128973489763e-05,0.0025210863685138,0.2267102404290665,0.0036575015083138,0.0394763818798075,1.2264591875809958,-0.9303221067300272,1.1005557685945375,1.2617322190796858
44,0.0,0.0,0.0,32.86647993396261,44.61384757961831,8.412260339572374,319.42642463689845,6.8494160891781e-05,0.0025160205760452,0.2267861271545545,0.0036043362043969,0.0391871312011662,1.2018217977072827,2.900521352798948,-1.7617793302169988,1.3619320156547758
45,0.0,0.0,0.0,31.509833874443284,44.28847713938029,8.873152667273358,271.17984094455096,7.468234695579458e-05,0.0025641389011184,0.2268994950912223,0.003416242351649,0.0399008856557612,1.1310765928928797,-1.0250612786875255,1.1327317213526598,1.3705443600793423
46,0.0,0.0,0.0,33.652969695205606,44.36509723460613,8.384549215467052,244.4212267334076,6.984368518697982e-05,0.0025544498095171,0.225769706090673,0.0037884257938173,0.0410368098131604,1.2388704602680105,2.857673279014302,3.65987367908698,1.3901580625505523
47,0.0,0.0,0.0,33.6754473089905,44.02817397232888,8.77633678026733,203.0259398686848,6.989452913368754e-05,0.0025359916485354,0.2268272350890689,0.0036280407388772,0.0394767897011629,1.213740582698875,-0.9950835703484158,1.3164649743886063,1.5038793100038264
48,0.0,0.0,0.0,32.206421780228084,43.44129029822998,8.880585177871525,227.8605300818341,6.90079494981573e-05,0.0025706532329841,0.2265664114252724,0.0036972996412674,0.0401116670706061,1.1487614685618686,2.854106662229864,-2.122905729125633,1.5684277834826186
49,0.0,0.0,0.0,32.80789827207125,43.69802126932535,8.968291656158883,270.70767974473216,7.316152609811432e-05,0.0025839722201041,0.2263979406445991,0.0036420322905645,0.0407911299579074,1.255797500866163,2.366069336057833,-2.1467990673472137,1.5023367273491477
50,0.0,0.0,0.0,32.67153971510669,43.45428769025097,8.749847859673848,324.6716908766163,7.548039636259566e-05,0.0025856684568246,0.2262149613416616,0.003627106868033,0.0414083149294083,1.1555249070733264,2.571029910621355,3.45935341932805,1.985541564057112
51,0.0,0.0,0.0,34.028657062783445,41.61501172123688,8.681829100976357,237.33383365382667,7.783367678691298e-05,0.0025116430525696,0.2273925771040665,0.0037741037642409,0.0413739255549484,1.1907541597746862,-3.5816729000763083,-2.172518391884203,1.739473291257375
52,0.0,0.0,0.0,32.34810273764731,42.24371065903712,8.526162846447766,275.7292248706476,7.378116143362312e-05,0.002583471655295,0.2259291323463571,0.0037289108596537,0.0401456471406264,1.2620403160273022,-0.9764307391120628,1.272257493363632,1.5571599135185743
53,0.0,0.0,0.0,32.75097552122669,41.67258039526403,8.801367885836628,256.0512432124784,7.161415467060172e-05,0.0025179404179565,0.2269432299844082,0.0037081463579744,0.0413622640098235,1.2160650264515718,-0.7578360079794347,1.2575541447546372,1.4769368869383896
54,0.0,0.0,0.0,35.464183444721705,44.21874273885088,8.287811144093041,219.42953995651425,7.00142915929247e-05,0.0025684109203885,0.2257596248258475,0.0035429195993375,0.0391924477778862,1.2286103712447976,-0.7829861175799623,1.308780929421148,1.4593009841498392
55,0.0,0.0,0.0,32.233619038093515,41.588153282825104,8.901693220390783,287.60856551669684,7.260106961246719e-05,0.0025798237597573,0.2260762713154489,0.0035611669355396,0.0400440651595533,1.1509898038291535,3.1936376202724155,-3.206136836202952,-2.1102892847760124
56,0.0,0.0,0.0,35.46309182617548,44.41611462300628,8.441778425579509,335.34529668758734,7.612928862694388e-05,0.0025402227387819,0.2272910026083193,0.0034143703789876,0.0393956804728874,1.1264826201755982,-0.8739024944674849,1.278529806850836,1.4753498757209218
57,0.0,0.0,0.0,31.41248257041259,44.745331541802905,8.669278743779392,268.1749206393458,7.812132543328676e-05,0.0025796491868727,0.2263706299638604,0.0035502311048175,0.0395083875091192,1.2123414357494124,-0.7582590901635907,1.2952597145239066,1.4613192723931538
58,0.0,0.0,0.0,34.22953227723406,42.59429451965477,8.464838336076701,310.753137935656,7.154649587714547e-05,0.0025316577015075,0.2263106343820881,0.0035861911472023,0.0416347005084179,1.2239932552619448,2.7287180151235844,3.6706095209946334,1.8346393301781416
59,0.0,0.0,0.0,33.32011205949509,43.729529431326895,8.426900206710696,225.51877673057965,7.496834398593735e-05,0.0025681340558697,0.2274063863357548,0.0034640962264143,0.0403857706643793,1.1275177858794143,-0.9907132741254016,1.0761184600771476,1.4635688301635654
60,0.0,0.0,0.0,32.55898275329561,45.09595600737027,8.669184885823906,155.79373435273686,7.370881368482841e-05,0.0025656000411242,0.2268341703972922,0.0037842367055991,0.0393300341729556,1.182385805838142,-0.9084576018887702,1.351240347692806,1.461622706317107
61,0.0,0.0,0.0,31.531665269758,42.29938315557895,8.83311048349446,337.82499277100305,7.915318170312285e-05,0.0025349462239866,0.2264933572185198,0.0034795742991782,0.0394218811622828,1.2299812657492246,-0.9869319197532272,1.0528507623734975,1.1628082877576331
62,0.0,0.0,0.0,33.64836782404553,44.26223820399788,8.737727778309345,300.6655405081422,7.566085605968034e-05,0.0025763580683948,0.2257116145036402,0.0035068996544478,0.0389130904091924,1.1572007645615772,-0.9709963698568412,1.1314870800157435,1.474337269715195
63,0.0,0.0,0.0,32.201016519414466,43.06564192969984,8.783286204407503,316.3807932369714,7.600973956753636e-05,0.0025420888499729,0.226642269459293,0.0036226200002976,0.0391470843966852,1.2625251031372111,-0.9390955267971692,1.0350687894288328,1.5168945362242456
64,0.0,0.0,0.0,31.580003237856413,42.14709177656124,8.81552337003299,237.10286214721123,7.121588716663683e-05,0.0025883111576672,0.2261137191130048,0.0037890901878945,0.0403614578445598,1.189804417811715,-0.8191550604407877,1.2594257045754509,1.3966359899460408
65,0.0,0.0,0.0,33.21495955715505,42.27951488813111,8.466139376681554,218.65743664686136,7.100996654859593e-05,0.0025226164733569,0.2270443915264491,0.0035245620083347,0.039840843652424,1.1957031060490917,2.607312199454254,3.449820484634217,1.9029126183593827
66,0.0,0.0,0.0,35.62273805680181,41.98918262981038,8.284707820278943,245.53068536505768,7.736931728173329e-05,0.0025684532224941,0.2266422321762134,0.0036182187945456,0.0399389288431564,1.1902330263223624,-0.9304267852153214,1.2628947317722168,1.4530512048348123
67,0.0,0.0,0.0,31.392170530543016,42.72696291570736,8.605342423822973,290.32790886958696,7.860689963466827e-05,0.0025123846464535,0.2263035663436846,0.0035699169122079,0.0391604137777243,1.1277478005700443,-0.8745171912402109,1.074658405802756,1.6337975167295322
68,0.0,0.0,0.0,34.60416576690898,45.2420004144518,8.97206669236482,301.90462796267707,7.850884304663851e-05,0.0025702021427551,0.2269296484035185,0.0036009793476405,0.0407465135577392,1.231533009558451,-0.9996181847418816,1.0860303944321883,1.5301973454635216
69,0.0,0.0,0.0,33.47398952558713,42.71797878249545,8.463573913666961,235.0566748940346,7.134616495203766e-05,0.0025768931584083,0.2257359628508141,0.0034939448703446,0.0417129521062275,1.1251302617525445,-0.98552561342478,1.0999360668178009,1.4922097116346722
70,0.0,0.0,0.0,33.87163452096042,42.12172043931452,8.581045173356975,239.9489399425413,7.705769216812088e-05,0.0025473626173257,0.2260685655442819,0.0035776955007931,0.0388966600927738,1.2142564387118422,2.5833918952704424,3.838409067827077,1.805591205795032
71,0.0,0.0,0.0,33.23245108996916,44.76737564314621,8.803235184017295,283.47907538522907,7.658286080344577e-05,0.0025362304928389,0.2256336741466734,0.0037046032216851,0.0402709739130392,1.2243201171265712,-0.8934349419015121,1.076146906824144,1.3101304728938956
72,0.0,0.0,0.0,35.09162534044806,44.030448484708025,8.456452110295668,310.9231711712276,7.146426035630842e-05,0.0025406864293636,0.2262220639548732,0.0033938501046958,0.040793433601509,1.2106571127966983,-0.8517052378312737,1.0757187155754568,1.3958785149570876
73,0.0,0.0,0.0,33.052133770768855,42.12800111351447,8.552635270189771,320.27402778692954,6.953759864574345e-05,0.0025550188609783,0.2269229225755297,0.0037081967057011,0.0403490341369973,1.2406656164984688,-0.8052265343276099,1.3472609679397416,1.446700555069254
74,0.0,0.0,0.0,32.22732687228187,44.05130289410099,8.463136986017263,271.3542528881495,7.897872719017498e-05,0.002567925617437,0.2269336035495342,0.003561560266021,0.0391376412532035,1.2470801328257757,-0.8015025941633839,1.2583776598409226,1.4644081953828316
75,0.0,0.0,0.0,32.50613168557436,42.46151345020558,8.500003842295843,157.8532767429616,7.2674293409906e-05,0.0025686349877768,0.2269467685231352,0.0035859706593519,0.039224399898811,1.2786251109757831,-0.9550700604203128,1.2800117607331265,1.4717021277814524
76,0.0,0.0,0.0,34.0923591466745,43.2276403118854,8.660653758210781,287.8619598765701,6.849048401265911e-05,0.0025840309012308,0.2262126831882008,0.0036008320086846,0.0403296044690118,1.2266094052586891,-0.7884242074516481,1.2716886206236326,1.4361908734901183
77,0.0,0.0,0.0,34.7947201639199,40.812861836066745,8.586569139501588,272.7628503230534,7.251832576236221e-05,0.002558753324078,0.2263474753777701,0.0034665355234061,0.0412125255306709,1.1465890355677464,-0.9389024682261676,1.0480634650664913,1.4433363695530257
78,0.0,0.0,0.0,33.49217084946453,44.805919178749285,8.546913013512441,276.8704081437447,7.302566958815516e-05,0.002533879080622,0.225623764241873,0.003616807695762,0.039870750064385,1.2235307905407395,-1.0297574014683328,1.0845306733708378,1.2216268000325543
79,0.0,0.0,0.0,35.66976046503429,44.75684623151589,8.452162702740967,177.56576865140522,7.64947422492415e-05,0.0025895334541033,0.2257081189094413,0.0036811653402979,0.0408050306543915,1.2345732121865884,-0.7935751653306846,1.1311385390662,1.3360886917438648
80,0.0,0.0,0.0,34.68584176871231,45.21320117658856,8.437985362661756,285.737158656916,7.889737074149202e-05,0.0025573407389395,0.2258018788474051,0.0034841572014914,0.0407735274255992,1.1285109378917155,2.924486766581102,3.58769390176412,1.583954888492985
81,0.0,0.0,0.0,33.42600045036138,40.8630619775111,8.73888331340472,217.4917568029176,7.06739516946047e-05,0.0025651608590524,0.2267205197724913,0.0034030768076018,0.039599404948805,1.2208968013142518,-0.8493891840453394,1.0501883025942622,1.2756787669987937
82,0.0,0.0,0.0,33.311390692820055,43.92619490587336,8.734234341241367,253.21248972759616,7.451993151676563e-05,0.0025608123833625,0.22651339337266,0.003677695054554,0.0406212394588236,1.2750710886877548,-0.7873409274695243,1.2759989378624426,1.501589049795334
83,0.0,0.0,0.0,32.719752354401514,41.85761710999662,8.682681472186946,157.83871660839364,7.117234708623484e-05,0.0025147554646498,0.2261228690441669,0.0034559594625762,0.0400681291468343,1.2411979215661202,-0.9787822593117428,1.027903178332507,1.4187738562338073
84,0.0,0.0,0.0,32.27587959916752,40.777067661478,8.354064599595343,234.0847521214281,7.861156213826619e-05,0.0025317065496598,0.2268126232344411,0.0035613019220349,0.0400659331875748,1.1711436585977364,2.5636523312893926,4.073588586736475,1.6627251913264274
85,0.0,0.0,0.0,35.459002006989905,45.07623320142439,8.399534406573439,244.41825058207672,7.834973103807459e-05,0.0025246253677746,0.2266132138399317,0.0037520599120507,0.0395463864439441,1.2806927240208683,2.541696205664981,4.0524299619877135,1.643856668129432
86,0.0,0.0,0.0,34.51642034651313,41.191018572391314,8.540342533260274,194.35097995540983,7.977285232745714e-05,0.0025361274234914,0.2261936757369088,0.0034605076194192,0.0392831969696126,1.2585117387353213,-0.7853110456259988,1.312088306149829,1.4888199624950753
87,0.0,0.0,0.0,32.76421062605357,40.53116667229809,8.760953770579611,273.49090534113884,7.514892443129192e-05,0.0025678758668567,0.2266329348270977,0.0034584443734164,0.0401303275455162,1.2381147502652878,2.3346301576748134,4.107438403337326,1.7555489347788849
88,0.0,0.0,0.0,33.41857396991319,40.065880319747095,8.650546860748152,222.6091693639287,7.149639489826588e-05,0.0025342956156103,0.2273573765681075,0.0034963950130408,0.0399817015171455,1.266284885068785,-0.9395170326729404,1.0989920462457905,1.4070197934090858
89,0.0,0.0,0.0,33.45732278588508,44.45613738197872,8.560642257710974,324.21814720377967,7.488825081689547e-05,0.0025391521537177,0.2268990315304922,0.0037562863876379,0.040067918099304,1.2186948074092483,2.7017392952522554,3.561073473846957,1.9096776093264805
90,0.0,0.0,0.0,32.42932417232873,44.43208868500023,8.544757461354607,256.7909279851915,7.504260999702063e-05,0.0025385379617716,0.2259465410510133,0.003402703243638,0.0392034292772397,1.220996608119958,2.9645245069750983,3.669466146643692,1.5683730142369818
91,0.0,0.0,0.0,32.23653304716313,43.42508761109879,8.34086542706653,271.55343003647494,7.660632939247718e-05,0.0025755632321676,0.2264311981240129,0.0036427742333725,0.0396983513694671,1.112129352888801,-0.9586446089891032,1.2636556688019152,1.4656607414724552
92,0.0,0.0,0.0,35.24177357698853,41.96862511427947,8.762947563828106,262.4788730135216,7.748911497013659e-05,0.00255205342723,0.2272460734283518,0.0037286310767037,0.0410878050848961,1.1481302194736651,-0.8239123264148954,1.2963059584300176,1.41501380923866
93,0.0,0.0,0.0,34.21770308831373,41.53740924622848,8.86712320797228,276.72751600778696,7.819569362022608e-05,0.0025880635303688,0.2258959897517895,0.0036204792004186,0.0406351930758708,1.1956945031460688,-0.9902937448972684,1.0382813594513398,1.493543404779574
94,0.0,0.0,0.0,34.70386799800025,42.053703550921824,8.481571822038255,281.95483985794965,7.836180516325045e-05,0.0025082757619752,0.2255928649281017,0.0036630242746851,0.0390965166509567,1.1341839440835255,-0.8830638012079335,1.2616315821070845,1.5129052738653803
95,0.0,0.0,0.0,35.660998653545754,44.459457284755686,8.597515363151931,237.5625788963061,7.050858941530573e-05,0.0025725686039043,0.2262374989651157,0.0034970170706003,0.0395653918311984,1.2647429717197076,-0.9123326327052445,1.347594797111851,1.5120381481183274
96,0.0,0.0,0.0,33.503350599111464,42.35422043352957,8.6848814029011,309.73231372622183,7.96095842680785e-05,0.0025087622581442,0.2272371490275556,0.0036407647729124,0.039426574898636,1.174248026150158,-0.8220127004038567,1.3462852244622014,1.4548560301585332
97,0.0,0.0,0.0,32.28037238077328,43.86316180383357,8.511838206055371,331.776760753492,7.545714021523644e-05,0.0025906589445557,0.2267439658919509,0.0034846645092286,0.03980801461558,1.1741191712264658,-0.9174097926654612,1.31190222941028,1.5139835566538933
98,0.0,0.0,0.0,31.72607224212329,43.1953080623198,8.727592127380563,313.9928317118124,7.702720703428042e-05,0.0025616407719225,0.2270856888240986,0.0035978556190547,0.0401166200175806,1.250551216776106,-0.9355159317094536,1.0442817185316424,1.4410569590443414
99,0.0,0.0,0.0,31.923435353889303,41.15988485144675,8.765463267196571,236.51146581091808,7.982255278416334e-05,0.0025833594030096,0.2264216321219753,0.0036521674479433,0.0389795789413915,1.2430877005374978,-0.986909925672666,1.147390569564158,1.273425856266838
100,0.0,0.0,0.0,34.192336948963764,43.86716206852107,8.571995320984543,288.24234334591745,7.927981427510734e-05,0.0025308041809536,0.2265366234494837,0.0034711543546079,0.0402766319021922,1.1261352198892527,-0.9508502211799258,1.3107611696773056,1.4641622437885449
101,0.0,0.0,0.0,33.525351829220746,40.74286309583573,8.733995706807741,233.4062274552473,7.129498572485172e-05,0.0025900204744275,0.2271359607618452,0.003778195471041,0.0412414324653608,1.1591399365980608,2.6759760035038616,3.7008266033024593,1.780905440010409
102,0.0,0.0,0.0,34.49320482349227,40.49397921569464,8.30748243823066,279.80503566835057,7.285963338332115e-05,0.0025065951684846,0.2259440295296544,0.0036354628669435,0.0390705291409951,1.1907277020609108,-1.0212926083715277,1.1486079392883783,1.2706902997701048
103,0.0,0.0,0.0,33.3816433505509,42.82411512096132,8.587664259515414,212.60789654051257,7.298864654296747e-05,0.002541755725065,0.2256015042859107,0.0037894139570936,0.0396330747210024,1.243094808552622,-1.0015388934173937,1.1232029210749106,1.2394882531795344
104,0.0,0.0,0.0,33.34500734249108,39.922128584607854,8.5461162970262,291.27179628750963,7.251517504298805e-05,0.0025189170597017,0.2263422401704051,0.0037438046170824,0.0409931760291442,1.128248978282839,-0.7515609196458387,1.3413753441586422,1.471604873564505
105,0.0,0.0,0.0,33.199116461613634,42.728891573578046,8.380778061590782,230.0249121459037,7.553344113487243e-05,0.002589593396502,0.2271901277335411,0.003445444623776,0.0413526446313231,1.1720839084536112,-0.9614187054369376,1.2785457053895293,1.455579587331622
106,0.0,0.0,0.0,35.2128568991685,43.87919772092447,8.317546771054866,194.83626699353653,7.318125202638341e-05,0.0025621649099495,0.2264984637177183,0.0036514760907089,0.0391794307059217,1.1225523696159814,2.9972727818452727,3.5196770671227693,1.6650483426127856
