,g2_muon,g2_e,g2_tau,T_param,S_param,U_param,RK_central,RKstar_central,RK_low,RKstar_low,RD,RD_star,BRhemu,BRhetau,BRhmutau,BRmuegamma,BRtauegamma,BRtaumugamma,BRmu3e,BRtau3e,BRtauemumu,BRtaumuee,BRtauemumup,BRZemu,BRZetau,BRZmutau,mSS1,mSS2,mrp,mphil,edm_e,edm_mu,edm_tau,Bmumu,RatioBXsgamma,BSmumu,Ratioeps_K,RatioDeltaMd,RatioDeltaMs,RKnunu,RKstarnunu,C9bsee_real,C10bsee_real,C9bsmumu_real,C9pbsmumu_real,C10bsmumu_real,C10pbsmumu_real,C9bsee_imag,C10bsee_imag,C9bsmumu_imag,C9pbsmumu_imag,C10bsmumu_imag,C10pbsmumu_imag,FL_Bplus,S3_Bplus,S4_Bplus,S5_Bplus,S7_Bplus,S8_Bplus,S9_Bplus,AFB_Bplus,P1_Bplus,P2_Bplus,P3_Bplus,P4p_Bplus,P5p_Bplus,P6p_Bplus,P8p_Bplus,FL_B0,S3_B0,S4_B0,S5_B0,S7_B0,S8_B0,S9_B0,AFB_B0,P1_B0,P2_B0,P3_B0,P4p_B0,P5p_B0,P6p_B0,P8p_B0,BRtauKe,BRtauKmu,BRtauPie,BRtauPimu,BRtauphie,BRtauphimu,BRtaurhoe,BRtaurhomu,DeltaGR_electron,DeltaGL_electron,DeltaGR_muon,DeltaGL_muon,DeltaGR_tau,DeltaGL_tau,RatioKpimunu,RatioKpienu,RatioKLpimunu,RatioKLpienu,RatioKSpimunu,RatioKSpienu,RatioKLmumu,RatioKLee,BRKLemu,BRKSmumu,BRKSee,BRKSemu,RatioKmunu,RatioKenu,RatioKppinunu,BRKLpinunu,Ratioepislon_prime,APV_proton,APV_cesium
23477,1.87944203e-09,3.2946341000000007e-21,3.55722495e-08,0.117455773,-0.00071031087,1.43143777e-05,1.0062009210506002,1.000887018574132,0.9990154514465156,1.0062009210506002,0.3340126498119723,0.2830189586454719,5.978161779999999e-19,5.91206665e-18,9.90378031e-07,1.4202537195226286e-15,1.4892725375902325e-17,4.863760027361331e-09,9.359681590614836e-18,1.5698347794888213e-15,1.0766264440939469e-15,2.89804087e-28,2.98123943e-22,1.0743727e-20,2.3169678399999998e-17,4.63954276e-08,1632.70282,3300.1902800000003,3346.2985,3566.91221,5.59104213e-34,1.0942671899999999e-22,-1.99892892e-24,1.1484534070335596e-10,1.000021132047432,3.679396868871817e-09,1.1074533986954942,1.0803756034977643,0.9116899766057543,1.4755474451513777,1.475547144230248,-5.09982831133648e-07,4.972116024320409e-07,0.0201209743014719,6.65118044070751e-08,-0.0026347410835108,-6.6448816542854e-08,-1.1215034198935661e-07,1.3339618302986528e-07,-0.0035677104216205,-7.771636339059596e-09,0.0038331314516911,7.780103543586101e-09,0.3041917495871717,0.0108051255513128,0.0892716051500319,0.2593404026751449,-0.0179161569436339,-0.0121613504636734,-0.0007134665774044,-0.09706589782478,0.0454089320431638,-0.1359743187651212,0.0014991845848793,0.23462828473488,0.6816119609349333,-0.0470881773175357,-0.0319630950351564,0.2972590182207257,0.0108249518511147,0.0956953747050032,0.2607615707189835,-0.0205741269554179,-0.002197312693778,-0.0006988207422754,-0.0967546394547519,0.0444735348196088,-0.1325031552390224,0.0014355273372901,0.2515627118909428,0.6854865043292386,-0.0540849877817855,-0.0057762660089181,0.0,0.0,1.6445136193538892e-12,2.1521852992631933e-19,1.533676503552315e-15,1.3544202081037365e-12,4.817043642028527e-12,1.222873237043034e-11,-7.076631857556634e-08,6.253746696283713e-08,-1.453604111742462e-07,-0.0023209338655253,-0.0005943133090185,-6.591206024891519e-09,0.9999836942253986,1.00000000000261,0.9999837393567388,1.000000000002604,0.9999837393567388,1.0000000000026037,1.0000374270651684,1.0213329846893078,3.1287527569357054e-15,5.1694221739288375e-12,1.762462366851174e-16,5.477913693987394e-18,1.0001772836516507,0.9999991011672388,1.9389690859427,2.1836503046759083e-10,1.4248838539656972,0.0709996471101876,-73.33067437148212
