a1,Theta11,Theta12,Theta13,Theta21,Theta22,Theta23,Theta31,Theta32,Theta33,Omega11,Omega12,Omega13,Omega21,Omega22,Omega23,Omega31,Omega32,Omega33,mS1,mS2,Ye11,Ye12,Ye13,Ye21,Ye22,Ye23,Ye31,Ye32,Ye33,Yu11,Yu12,Yu13,Yu21,Yu22,Yu23,Yu31,Yu32,Yu33,Yd11,Yd12,Yd13,Yd21,Yd22,Yd23,Yd31,Yd32,Yd33,gHR,gHRp,gHS,muS,muR,lambd,mu2,Upsilon11,Upsilon21,Upsilon31,Upsilon12,Upsilon22,Upsilon32,Upsilon13,Upsilon23,Upsilon33
5.817434272644296,(0.007580451719880295-0.02631051802594454j),(2.0018547943990946e-08-3.9459085084755626e-07j),(-3.7166835085005573e-07+2.1527459661196144e-07j),(-8.871597848334908e-05+0.0002651006318904673j),(1.630425322247481e-08-1.7466563877519017e-07j),(2.915705657904275+0.47781435739206685j),(0.03561295445364675-0.016247473597928924j),(-0.11262377484592445-0.035386669718872395j),(0.5752241832691363+2.448119624962216j),(0.03417724599919943+0.0738967537730092j),(0.0021629881303425864-0.0027678004718467877j),(-3.759708207614073e-06+2.3315369276525155e-06j),(3.0514718307416163e-06+7.159211467288075e-07j),(3.0708035670627162e-06-5.034894896798183e-07j),(1.2922598218396012e-06-2.1176231121208885e-07j),(0.13454202802500223+0.4276614537807812j),(0.0015999985076310655-0.00326816608798722j),(-5.283670651601043e-06+1.6772407092044015e-06j),2669.4226817122108,6757.888140696441,2.7955264782558013e-06,0.0,0.0,0.0,0.0005879478255006,0.0,0.0,0.0,0.0099862693755119,4.649170287695561e-06,0.0,0.0,0.0,0.0035866482071171,0.0,0.0,0.0,0.9359133207004856,(0.00013520432030876819-4.713807963129939e-05j),(-0.0006509584347443988-1.0964461160462721e-05j),(0.014550760713470924-4.707085573655424e-09j),(-1.7754943778793817e-05-9.771061262171766e-06j),(9.816525593126921e-05-2.272778665222662e-06j),(0.003016177866351003-2.8313800459838676e-08j),(-1.4416352039866183e-05-1.244386853079264e-05j),(-1.1235534674724212e-05-2.894481791769571e-06j),(0.003841205721581017+4.006301193448444e-08j),-2.611432548246333,12.387360103009236,1.7462782632549774,7072884.154498141,45372723.40113835,0.2581480981756368,-15650.011411971906,(-3.0558946427247724e-05-3.1098760041028902e-06j),(-0.0003275506989840565-0.1049724475639237j),(-1.1505036053752336e-07+2.906268826522885e-08j),(0.10148785143316623+0.283676814881335j),(4.2086551297898804e-07-2.078670880544717e-06j),(2.0146667247137233+2.4328459391898316j),(4.251890245608317e-07+2.2514409021103565e-08j),(-0.00447620041154588-2.9368251442667652e-05j),(1.7586252593978637e-06+4.5651014859572556e-08j)
