,Theta12v,Theta13v,Theta23v,theta12,theta23,theta13,deltaCP,sdeltam21,sdeltam32,s12q,s13q,s23q,DqCP,a13R,a23R,a12R
0,0.0,0.0,0.0,32.67153971510669,43.45428769025097,8.749847859673848,324.6716908766163,7.548039636259566e-05,0.0025856684568246,0.2262149613416616,0.003627106868033,0.0414083149294083,1.1555249070733264,2.571029910621355,3.45935341932805,1.985541564057112
