,"g2_muon","g2_e","g2_tau","T_param","S_param","U_param","RK","RK_0p045_1p1","RK_1p1_6p0","RD","RD_star","BRhemu","BRhetau","BRhmutau","BRmuegamma","BRtauegamma","BRtaumugamma","BRmu3e","BRtau3e","BRtauemumu","BRtaumuee","BRtauemumup","BRZemu","BRZetau","BRZmutau","mSS1","mSS2","mrp","mphil","edm_e","edm_mu","edm_tau","Bmumu","RatioBXsgamma","BSmumu","Ratioeps_K","RatioDeltaMd","RatioDeltaMs","RKnunu","RKstarnunu","C9bsee_real","C10bsee_real","C9bsmumu_real","C9pbsmumu_real","C10bsmumu_real","C10pbsmumu_real","C9bsee_imag","C10bsee_imag","C9bsmumu_imag","C9pbsmumu_imag","C10bsmumu_imag","C10pbsmumu_imag","FL_Bplus","S3_Bplus","S4_Bplus","S5_Bplus","S7_Bplus","S8_Bplus","S9_Bplus","AFB_Bplus","P1_Bplus","P2_Bplus","P3_Bplus","P4p_Bplus","P5p_Bplus","P6p_Bplus","P8p_Bplus","FL_B0","S3_B0","S4_B0","S5_B0","S7_B0","S8_B0","S9_B0","AFB_B0","P1_B0","P2_B0","P3_B0","P4p_B0","P5p_B0","P6p_B0","P8p_B0","BRtauKe","BRtauKmu","BRtauPie","BRtauPimu","BRtauphie","BRtauphimu","BRtaurhoe","BRtaurhomu","DeltaGR_electron","DeltaGL_electron","DeltaGR_muon","DeltaGL_muon","DeltaGR_tau","DeltaGL_tau","Ratioeps_K_FLK","RatioDeltaMd_FLK","RatioDeltaMs_FLK"
0,"2.78894302e-09","1.85437466e-16","3.01398558e-08","0.0196612078","0.000216022696","2.46830552e-06","0.7846377798416777","0.8615733385343196","0.7693394666800469","0.3107434458918164","0.2574462511622962","7.1991043e-18","2.7429993800000003e-15","1.42286819e-07","1.6337132539353637e-18","8.05926181858417e-17","3.739017096685815e-08","9.362956678466785e-14","1.6667982144118366e-09","1.1357179466295435e-09","7.277749510000001e-15","9.53544219e-14","3.76410404e-16","9.31076168e-11","7.29057701e-07","2327.22256","4479.9432","4461.07872","2451.14181","-8.89962771e-30","5.45544154e-23","-2.46421828e-23","1.1470603945551437e-10","1.0000776255220385","2.798330003035868e-09","87.36839544381955","1.0000170460847708","1.003148281074366","3.1580651361250225","3.1571405694736963","-0.163561789396249","-0.1635586295953478","-0.3809651660771004","3.629941980957654e-07","0.5378888003679584","-3.356763488556637e-07","-0.0031896121623834","-0.0031895676833813","-0.0105232315361962","-4.039854682144043e-07","0.0113263110809056","4.045251931525968e-07","0.2568423874445441","0.0117017037476178","0.0918189586363476","0.2427478204496727","-0.0169081348488436","-0.0122934666089216","-0.000747997435327","-0.0931796222704777","0.0446567872758885","-0.1185326701116057","0.0014272777312068","0.2502667791067572","0.6616467455238128","-0.0460857377623069","-0.033507745436936","0.2485379806501846","0.011602730322752","0.0971765964730062","0.2416115285545459","-0.0192299280826095","-0.0014157681946531","-0.0007254675356681","-0.0919678628394353","0.0437122220870722","-0.115493495452751","0.0013665661940751","0.2675294807539381","0.6651622831462118","-0.0529404492603851","-0.0038976435039963","0.0","0.0","6.20574236540798e-10","7.206577775911437e-14","6.87651466236845e-09","1.0412158356418093e-11","1.535671510241457e-09","9.554322148201468e-11","-2.0293902844722352e-08","-5.482930748255017e-06","-3.016309360944916e-09","-0.0006749854638452","-0.0008398950312689","5.019056104958981e-07","66.8775521","0.996669416","2.03908667"
