,theta12,theta23,theta13,deltaCP,sdeltam21,sdeltam32,s12q,s13q,s23q,DqCP
22545,34.098487131981194,40.915953664039904,8.58793611418284,180.0,7.728218762754078e-05,0.0025475567273773,0.2273490796455794,0.0034171882234788,0.0390677298879938,1.2361482548271878
