,a1,Theta11,Theta12,Theta13,Theta21,Theta22,Theta23,Theta31,Theta32,Theta33,Omega11,Omega12,Omega13,Omega21,Omega22,Omega23,Omega31,Omega32,Omega33,mS1,mS2,Ye11,Ye12,Ye13,Ye21,Ye22,Ye23,Ye31,Ye32,Ye33,Yu11,Yu12,Yu13,Yu21,Yu22,Yu23,Yu31,Yu32,Yu33,Yd11,Yd12,Yd13,Yd21,Yd22,Yd23,Yd31,Yd32,Yd33,gHR,gHRp,gHS,muS,muR,lambd,mu2,Upsilon11,Upsilon21,Upsilon31,Upsilon12,Upsilon22,Upsilon32,Upsilon13,Upsilon23,Upsilon33
22545,9.854857938470907,(0.0006828413367300586-0.002638984331381152j),(1.0745731307846079e-07-1.833837923324588e-07j),(1.0484391868890746e-06+8.751873379835853e-08j),(-6.093246189747892e-05+0.0003343921012071825j),(-2.2812493620365277e-08+2.0019531612398057e-08j),(0.3997902068627709+0.03475307387281915j),(0.02392690037835222-0.006978177941428857j),(-0.029501302970951635-0.06119992623345073j),(0.2394270217194675+2.04203063166327j),(0.044695640520891484+0.1871297322653642j),(-0.0015510772640737734-0.0028391418437879023j),(-2.4424874129982952e-06+2.4462791671107916e-06j),(5.39380356173998e-06+3.392576130513224e-07j),(4.236585795109859e-06-5.809173645253091e-07j),(1.8822682208123456e-06-1.6343614237365717e-07j),(0.006595181429182406+0.006781937756470937j),(-0.0034376847540977308-0.015217634311363425j),(-3.409820479463835e-06+3.1562526222286244e-06j),1584.406628895652,4504.314314948295,(2.7949335358600518e-06+0j),0j,0j,0j,(0.0005879003394903+0j),0j,0j,0j,(0.0099860954406193+0j),(7.696473631442895e-06+0j),0j,0j,0j,(0.0035748229742882+0j),0j,0j,0j,(0.9387144496051992+0j),(0.00013688639755559144-4.618330158651021e-05j),(-0.0006580185881793168-1.0782077857005939e-05j),(0.01469345531640741-6.225610565002082e-10j),(-1.1555318070031819e-05-1.002831441272163e-05j),(8.447149983253595e-05-2.341237266676538e-06j),(0.003190572788545859-3.7223353555953124e-08j),(-3.207435916065537e-05-1.1185510016677549e-05j),(7.083552364031805e-05-2.6113992661227226e-06j),(0.0035587150840542753+3.594287765009589e-08j),-5.839009200458236,-5.812634223808813,0.1059072314537232,2507134.2676143013,20642032.30031792,0.2581480981756368,-15649.988142453209,(-2.3194407964420193e-07+6.392482321546561e-07j),(0.0005256547772638533-0.0024881010017129388j),(-6.785129704890489e-08-2.811465480324474e-07j),(6.766297227579021e-07+5.5155777928002395e-06j),(-6.059138802348298e-08+1.779799396274063e-07j),(-0.314590148259186+2.622626416936276j),(-9.084773180975741e-09-6.354591378150205e-08j),(-0.013246022719337072-0.007889749066631311j),(0.0010250500131811866+0.00028818981578300614j)
