m1p,m2p,m3p,me,mmu,mtau,md,ms,mb,mu,mc,mt,v
9.13345087753034e-14,8.884794089514438e-12,5.0450493693954365e-11,0.0004867113529223,0.1023638601969848,1.7386459102453202,0.0025797935957518,0.0481660169004553,2.674375903718979,0.000809437498908,0.6244485305077438,162.94592166422473,246.21973771936183
