Unnamed: 0,g2_muon,g2_e,g2_tau,T_param,S_param,U_param,RK_central,RKstar_central,RK_low,RKstar_low,RD,RD_star,BRhemu,BRhetau,BRhmutau,BRmuegamma,BRtauegamma,BRtaumugamma,BRmu3e,BRtau3e,BRtauemumu,BRtaumuee,BRtauemumup,BRZemu,BRZetau,BRZmutau,mSS1,mSS2,mrp,mphil,edm_e,edm_mu,edm_tau,Bmumu,RatioBXsgamma,BSmumu,Ratioeps_K,RatioDeltaMd,RatioDeltaMs,RKnunu,RKstarnunu,C9bsee_real,C10bsee_real,C9bsmumu_real,C9pbsmumu_real,C10bsmumu_real,C10pbsmumu_real,C9bsee_imag,C10bsee_imag,C9bsmumu_imag,C9pbsmumu_imag,C10bsmumu_imag,C10pbsmumu_imag,FL_Bplus,S3_Bplus,S4_Bplus,S5_Bplus,S7_Bplus,S8_Bplus,S9_Bplus,AFB_Bplus,P1_Bplus,P2_Bplus,P3_Bplus,P4p_Bplus,P5p_Bplus,P6p_Bplus,P8p_Bplus,FL_B0,S3_B0,S4_B0,S5_B0,S7_B0,S8_B0,S9_B0,AFB_B0,P1_B0,P2_B0,P3_B0,P4p_B0,P5p_B0,P6p_B0,P8p_B0,BRtauKe,BRtauKmu,BRtauPie,BRtauPimu,BRtauphie,BRtauphimu,BRtaurhoe,BRtaurhomu,DeltaGR_electron,DeltaGL_electron,DeltaGR_muon,DeltaGL_muon,DeltaGR_tau,DeltaGL_tau,RatioKpimunu,RatioKpienu,RatioKLpimunu,RatioKLpienu,RatioKSpimunu,RatioKSpienu,RatioKLmumu,RatioKLee,BRKLemu,BRKSmumu,BRKSee,BRKSemu,RatioKmunu,RatioKenu,RatioKppinunu,BRKLpinunu,Ratioepislon_prime,APV_proton,APV_cesium,BRtaumumu
24457,-2.7476313700000004e-10,3.059398580000001e-21,4.53382375e-08,0.00437667434,-0.000102842145,1.6473188999999998e-06,1.004735372154565,0.9994725667197272,0.9975543054330832,1.004735372154565,0.3580234061152783,0.2800455711830632,6.04490958e-18,6.65295541e-17,2.8712448e-06,2.930579551458134e-16,1.0420978098709122e-17,4.792987062098881e-09,2.1209795185680875e-18,8.267276458243989e-17,5.649163354071951e-17,7.31539962e-30,6.4739137300000045e-22,1.0095434399999998e-22,1.37799213e-17,3.94095816e-08,1639.27926,4425.97314,4434.87347,6039.348129999999,-3.30332938e-34,1.8471426700000001e-22,-1.8155817600000002e-23,1.1274820656788728e-10,1.0000249550855598,3.6739567161696044e-09,1.2286988673786776,0.8160923121422569,0.8719041170683872,1.4969627904708886,1.4969628424235537,-5.69209592818563e-07,6.53709983472511e-07,0.0171765544256747,7.004973755615836e-08,0.0003932992858956,-6.996357843363929e-08,1.517978646563743e-07,-1.6900058802265366e-07,0.0049789464831589,8.67211039406595e-10,-0.0046641733073436,-8.69989437476779e-10,0.3038930615995589,0.0108100175253559,0.089279011801742,0.2593297024892561,-0.0179063010537796,-0.0121591363775853,-0.0007136123577616,-0.0970527144767782,0.0454031316598894,-0.1358769666809183,0.001498620874461,0.2346949203750444,0.6817208507163643,-0.0470717340527998,-0.0319636999377161,0.2969609876500076,0.0108293960606951,0.0956953982814992,0.2607338888475357,-0.0205661516241467,-0.0021913400108266,-0.0006989416010763,-0.0967358871167424,0.0444670849851974,-0.1324039029024893,0.0014349782481202,0.2516190791016194,0.6855671451349656,-0.0540761230452239,-0.0057618544404903,0.0,0.0,2.6213093089655866e-13,1.5554695196658843e-20,2.93578423455296e-15,1.3347131700825216e-12,3.2494617541475333e-13,1.205002724045175e-11,-9.304151406574057e-08,1.9910139438566322e-08,-6.432469227739262e-08,-0.0025973389217838,-0.0004998095600749,-1.9588725220950668e-08,0.9999921093052628,1.0000000000006082,0.9999921311460528,1.0000000000006064,0.9999921311460532,1.0000000000006062,1.0011890190139558,1.0969118293247182,1.806497201506487e-15,5.173127772159906e-12,1.730425288072954e-16,3.162869209254568e-18,1.000085784433128,0.9999997972640736,1.690123848945719,2.0035447237180006e-10,1.1647054410353443,0.0709998890589782,-73.33062332495616,1.1150692017128988e-11
