,theta12,theta23,theta13,deltaCP,sdeltam21,sdeltam32,s12q,s13q,s23q,DqCP
24457,35.015165807747415,43.377764078111056,8.792775384954696,180.0,7.986212687318221e-05,0.0025576869857292,0.2262918584959375,0.0035561617476507,0.0390400318235286,1.1775864338764657
