,a1,Theta11,Theta12,Theta13,Theta21,Theta22,Theta23,Theta31,Theta32,Theta33,Omega11,Omega12,Omega13,Omega21,Omega22,Omega23,Omega31,Omega32,Omega33,mS1,mS2,Ye11,Ye12,Ye13,Ye21,Ye22,Ye23,Ye31,Ye32,Ye33,Yu11,Yu12,Yu13,Yu21,Yu22,Yu23,Yu31,Yu32,Yu33,Yd11,Yd12,Yd13,Yd21,Yd22,Yd23,Yd31,Yd32,Yd33,gHR,gHRp,gHS,muS,muR,lambd,mphi,gHphi,muphi,mu2,Upsilon11,Upsilon12,Upsilon13,Upsilon21,Upsilon22,Upsilon23,Upsilon31,Upsilon32,Upsilon33,Lambda12,Lambda13,Lambda23,gphiR,gphiS,lambdS,lambdR,gPhiPhi,lRRRH,lRRS,RRSS,lSSHR,lSSSPhi,lHPhiSR,lHHPl
0,1.4464344595095937,(0.00695796997070939+0.006555028871942786j),0j,0j,(-0.0005890905209885765+0.0007230211597569311j),0j,(2.438601603227646+0.7227969348019513j),(0.007167634497165683-0.019725881826794005j),(0.00798144863743122-0.0059882092117752314j),(2.4667664041502717+2.752484861267926j),(0.0777167539941309+0.029552775063192944j),(0.35478185739465534+0.5277073041343063j),(0.04522874381042535-0.022568308974888016j),(5.452710606250038e-07+1.6901889094252793e-08j),(3.272171665512257e-05-6.160503664216174e-07j),(-3.35179287434691e-07-6.337317440152617e-07j),(-0.18356319053541142-0.05114300632112651j),(-0.19085784952163998+0.09975945972673932j),(-0.1723754095696557-0.06350926711702834j),2829.9465889008425,2497.401606449106,2.7903965507533956e-06,0.0,0.0,0.0,0.0005876436429572041,0.0,0.0,0.0,0.009985236258705473,5.440800113296464e-06,0.0,0.0,0.0,0.0035548449774945486,0.0,0.0,0.0,0.9362607923595432,(-3.6654600196149086e-05+3.540260254278291e-05j),(0.0002498440019761906+8.214724114112665e-06j),(-0.01122382416691373-1.3554928237932236e-08j),(1.2401857142963358e-06-3.432578436145488e-06j),(5.4440945890757505e-05-7.964862136593343e-07j),(0.0010882665705353053-4.896274945216111e-08j),(0.0001346069573072554-3.390132660908051e-05j),(-0.0006377869470026172-7.866372108080947e-06j),(0.01074787896257022-9.197612310429706e-09j),-2.52702930365772,8.363755061222117,0.290746522925735,6060091.687151187,7999784.536618593,0.2581480981756368,2100.055764499132,8.457044464862181e-07,11786478.314959176,-15649.99696259069,(-2.9719551413281506e-06+8.154787827463571e-07j),(0.0027295120222185216-0.00802243057760428j),(-3.5085757899256936e-07-2.4109403324888916e-07j),(1.3367368811249738+0.8463223080661352j),(-4.5815827542935525e-08+3.763424964197026e-08j),(-2.0376640161240966+1.418834845879053j),(-1.3714530474862757e-08-1.9432118250806535e-08j),(-0.003639313205185774-0.0035494859846725247j),(0.000432864263954054+0.0007301743028212289j),0,0,0,4.337338873319175e-06,2.3612547886546498,1.5061095458360446e-05,3.004730614247389e-07,0.0034910674298181,4.041251442726135e-05,4.323948560827978,0.1132696296268802,0.5636619347350506,3.1092709185418866e-07,3.50705680445153e-05,0.9632662359925604
