,theta12,theta23,theta13,deltaCP,sdeltam21,sdeltam32,s12q,s13q,s23q,DqCP
24631,31.98318060852352,43.45120206192328,8.322718493849875,180.0,7.79757596580028e-05,0.0025592015462459,0.2258107038654177,0.0037530881198048,0.0405865266264283,1.2147474878761069
