,a1,Theta11,Theta12,Theta13,Theta21,Theta22,Theta23,Theta31,Theta32,Theta33,Omega11,Omega12,Omega13,Omega21,Omega22,Omega23,Omega31,Omega32,Omega33,mS1,mS2,Ye11,Ye12,Ye13,Ye21,Ye22,Ye23,Ye31,Ye32,Ye33,Yu11,Yu12,Yu13,Yu21,Yu22,Yu23,Yu31,Yu32,Yu33,Yd11,Yd12,Yd13,Yd21,Yd22,Yd23,Yd31,Yd32,Yd33,gHR,gHRp,gHS,muS,muR,lambd,mu2,Upsilon11,Upsilon21,Upsilon31,Upsilon12,Upsilon22,Upsilon32,Upsilon13,Upsilon23,Upsilon33
24631,36.720639575524594,(0.004857229057670491-0.0009267819215779404j),(5.827040457332931e-08+1.0487623275061065e-08j),(-1.8229571816142202e-08+3.9787625266115953e-07j),(-0.0001235817302304926+0.00022414053409472367j),(1.6012938283819816e-08-4.832019860307927e-08j),(0.6154298770486333+0.16030736259723335j),(0.013192898525946824-0.012616936508723522j),(0.0016511269190634158-0.004843887559443953j),(0.17432008636863497+1.8432549146330202j),(0.004827200037625801+0.09935882062189513j),(-0.011218490648596929+0.017252220140960863j),(7.482671157254311e-06-1.3383794088193974e-05j),(2.2377305202674222e-06+5.574704725045332e-07j),(6.502236573649326e-07-6.579337480121666e-07j),(6.548482090766294e-07-1.701881996888926e-07j),(-0.22838156446690694+0.12765665324189956j),(-0.0008029841500042719-0.0017135934399313474j),(-1.6979096770694727e-06-7.6207689710208e-07j),1527.444808257416,7023.920773262532,(2.788934078449873e-06+0j),0j,0j,0j,(0.0005877432685593+0j),0j,0j,0j,(0.009985682629693+0j),(6.560953201963204e-06+0j),0j,0j,0j,(0.0033804484386036+0j),0j,0j,0j,(0.9256937012211444+0j),(0.00013393680070745035-5.0401389439553394e-05j),(-0.000661598254974283-1.1682929274110279e-05j),(0.014707722038950873-1.134773658302559e-09j),(-1.632512777468329e-05-8.975333503262587e-06j),(9.69623281039882e-05-2.080462219318896e-06j),(0.002619120803060388-3.3130196913321126e-08j),(-2.986278934234919e-05-1.0483952619508863e-05j),(6.853288834561328e-05-2.4301567541851196e-06j),(0.0030593288080262115+3.381823137429259e-08j),-2.5789407989570488,11.620448410421712,0.171951347203431,2327876.314034332,49061395.52883433,0.2581480981756368,-15649.996109907524,(-7.273363285385599e-07+4.3723023732572897e-07j),(1.8622646733577814e-06+1.399171076624112e-07j),(-7.743931118875842e-08-2.695306468384566e-07j),(0.001173817005085894-0.0008717367002182886j),(-8.783917369465633e-08+6.037976434977887e-08j),(-0.46709884241401967+2.2976446126061356j),(-2.575353104188521e-08-7.645995004634632e-08j),(-0.0029932892726027734-0.01221864334270945j),(0.0007760989159691814+0.0002683272837885974j)
